CaseID,choice,choice_set,advisory_1,advisory_2,advisory_3,catch_per_trip_1,catch_per_trip_2,catch_per_trip_3,wqi_1,wqi_2,wqi_3,proportion_1,proportion_2,proportion_3,weed_1,weed_2,weed_3,cost_1,cost_2,cost_3
1447,3,6,1.5,0.4,1.15,3,4,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,135,350,0
1468,3,1,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,350,0
1468,3,2,0.4,1.15,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,350,20,0
1468,1,3,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1468,2,4,0.4,1.5,1.15,2,4,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.5,0.3,70,20,0
1468,1,5,1.5,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,1,0.85,0.3,0.3,0.3,70,350,0
1468,1,6,1.5,0.4,1.15,1,2,2,0.47,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1471,2,1,0.75,1.5,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.1,0.1,0.3,350,20,0
1471,1,2,0.4,1.5,1.15,2,2,2,0.95,0.85,0.47,1,0.45,0.85,0.1,0.5,0.3,20,135,0
1471,3,3,1.5,1.15,1.15,4,1,2,0.47,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,70,230,0
1471,2,4,1.5,0.4,1.15,1,3,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.3,0.3,70,20,0
1471,3,5,0.75,1.5,1.15,4,1,2,0.95,0.3,0.47,0.85,0.45,0.85,0.5,0.5,0.3,230,20,0
1471,2,6,1.5,0.4,1.15,2,4,2,0.95,0.3,0.47,0.65,0.85,0.85,0.5,0.2,0.3,135,70,0
1474,2,1,1.15,0.4,1.15,1,4,2,0.3,0.85,0.47,0.65,1,0.85,0.1,0.5,0.3,20,350,0
1474,1,2,0.4,1.5,1.15,4,1,2,0.95,0.85,0.47,1,0.45,0.85,0.5,0.2,0.3,135,230,0
1474,2,3,1.5,0.4,1.15,4,1,2,0.95,0.47,0.47,0.85,0.45,0.85,0.2,0.1,0.3,350,135,0
1474,2,4,0.4,0.4,1.15,4,4,2,0.47,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,20,230,0
1474,1,5,1.5,0.4,1.15,4,1,2,0.85,0.95,0.47,0.85,0.85,0.85,0.1,0.2,0.3,70,350,0
1474,1,6,1.15,1.5,1.15,4,1,2,0.3,0.85,0.47,0.45,1,0.85,0.1,0.2,0.3,70,70,0
1479,1,1,0.4,1.5,1.15,4,1,2,0.47,0.95,0.47,0.65,0.85,0.85,0.3,0.1,0.3,20,350,0
1479,1,2,1.5,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.45,0.85,0.1,0.3,0.3,70,70,0
1479,3,3,0.75,1.15,1.15,1,2,2,0.3,0.95,0.47,0.65,0.65,0.85,0.1,0.5,0.3,20,350,0
1479,3,4,0.4,1.5,1.15,2,2,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,135,135,0
1479,1,5,0.4,1.5,1.15,4,3,2,0.47,0.95,0.47,0.65,0.65,0.85,0.1,0.2,0.3,20,350,0
1479,3,6,1.5,0.4,1.15,3,4,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,135,350,0
1495,1,1,0.4,1.5,1.15,4,1,2,0.47,0.95,0.47,0.65,0.85,0.85,0.3,0.1,0.3,20,350,0
1495,1,2,0.4,1.5,1.15,4,1,2,0.85,0.95,0.47,0.45,1,0.85,0.3,0.1,0.3,70,70,0
1495,1,3,1.15,0.75,1.15,2,1,2,0.95,0.3,0.47,0.65,0.65,0.85,0.5,0.1,0.3,350,20,0
1495,2,4,1.5,0.4,1.15,2,2,2,0.47,0.95,0.47,0.45,1,0.85,0.1,0.5,0.3,135,135,0
1495,2,5,0.4,1.5,1.15,4,3,2,0.47,0.95,0.47,0.65,0.65,0.85,0.1,0.2,0.3,20,350,0
1495,1,6,1.5,0.4,1.15,3,4,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,135,350,0
1497,1,1,0.75,1.15,1.15,1,4,2,0.47,0.95,0.47,0.65,0.45,0.85,0.1,0.5,0.3,20,350,0
1497,2,2,0.75,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,0.65,0.85,0.5,0.1,0.3,230,20,0
1497,3,3,1.5,1.5,1.15,1,4,2,0.95,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,135,70,0
1497,1,4,0.4,0.4,1.15,1,3,2,0.3,0.85,0.47,1,0.45,0.85,0.3,0.5,0.3,70,350,0
1497,1,5,1.5,0.4,1.15,1,1,2,0.47,0.95,0.47,0.65,1,0.85,0.1,0.5,0.3,70,230,0
1497,3,6,1.5,1.15,1.15,1,4,2,0.85,0.47,0.47,0.45,0.85,0.85,0.5,0.1,0.3,350,230,0
1500,1,1,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,350,0
1500,1,2,0.4,1.15,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,350,20,0
1500,2,3,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1500,2,4,0.4,1.5,1.15,2,4,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.5,0.3,70,20,0
1500,1,5,1.5,1.5,1.15,4,1,2,0.85,0.3,0.47,1,0.45,0.85,0.3,0.3,0.3,350,70,0
1500,2,6,1.5,0.4,1.15,1,2,2,0.47,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1504,2,1,0.75,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,0.85,0.85,0.5,0.2,0.3,350,20,0
1504,2,2,0.75,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.85,0.85,0.1,0.5,0.3,350,20,0
1504,1,3,0.75,1.15,1.15,4,1,2,0.47,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,20,70,0
1504,3,4,1.5,0.4,1.15,4,2,2,0.3,0.3,0.47,0.85,0.85,0.85,0.5,0.2,0.3,20,350,0
1504,2,5,0.75,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,230,0
1504,3,6,1.15,0.4,1.15,4,1,2,0.3,0.95,0.47,1,1,0.85,0.2,0.5,0.3,135,135,0
1511,1,1,0.4,1.5,1.15,4,1,2,0.47,0.95,0.47,0.65,0.85,0.85,0.3,0.1,0.3,20,350,0
1511,3,2,0.4,1.5,1.15,4,1,2,0.85,0.95,0.47,0.45,1,0.85,0.3,0.1,0.3,70,70,0
1511,3,3,0.75,1.15,1.15,1,2,2,0.3,0.95,0.47,0.65,0.65,0.85,0.1,0.5,0.3,20,350,0
1511,3,4,1.5,0.4,1.15,2,2,2,0.47,0.95,0.47,0.45,1,0.85,0.1,0.5,0.3,135,135,0
1511,2,5,1.5,0.4,1.15,3,4,2,0.95,0.47,0.47,0.65,0.65,0.85,0.2,0.1,0.3,350,20,0
1511,3,6,1.5,0.4,1.15,3,4,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,135,350,0
1512,3,1,0.4,1.5,1.15,4,1,2,0.3,0.95,0.47,0.45,0.85,0.85,0.5,0.1,0.3,135,230,0
1512,3,2,1.5,0.4,1.15,1,4,2,0.3,0.47,0.47,0.45,0.85,0.85,0.1,0.1,0.3,20,350,0
1512,3,3,0.4,1.5,1.15,2,4,2,0.3,0.85,0.47,1,1,0.85,0.5,0.1,0.3,70,230,0
1512,3,4,0.4,1.15,1.15,4,2,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.2,0.3,350,20,0
1512,3,5,0.75,0.4,1.15,2,2,2,0.3,0.3,0.47,1,0.45,0.85,0.5,0.1,0.3,20,350,0
1512,3,6,1.15,0.75,1.15,1,3,2,0.3,0.95,0.47,0.45,1,0.85,0.5,0.2,0.3,135,350,0
1516,2,1,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.5,0.1,0.3,350,230,0
1516,2,2,0.4,1.15,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,350,20,0
1516,2,3,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
1516,2,4,0.4,1.5,1.15,2,4,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.5,0.3,70,20,0
1516,2,5,1.5,1.5,1.15,4,1,2,0.85,0.3,0.47,1,0.45,0.85,0.3,0.3,0.3,350,70,0
1516,1,6,1.5,0.4,1.15,1,2,2,0.47,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1524,2,1,0.4,1.15,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.3,0.3,230,20,0
1524,2,2,0.4,1.5,1.15,2,2,2,0.3,0.95,0.47,0.45,0.45,0.85,0.1,0.3,0.3,350,20,0
1524,1,3,0.75,1.5,1.15,2,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,135,0
1524,3,4,0.4,1.5,1.15,4,3,2,0.3,0.95,0.47,0.65,0.45,0.85,0.5,0.3,0.3,70,350,0
1524,2,5,1.5,0.4,1.15,4,1,2,0.47,0.95,0.47,1,0.65,0.85,0.1,0.1,0.3,70,20,0
1524,3,6,1.5,1.15,1.15,4,1,2,0.3,0.47,0.47,0.65,0.65,0.85,0.5,0.1,0.3,20,350,0
1532,2,1,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.5,0.1,0.3,350,230,0
1532,2,2,0.4,1.15,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,350,20,0
1532,1,3,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1532,1,4,1.5,0.4,1.15,4,2,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.5,0.3,20,70,0
1532,2,5,1.5,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,1,0.85,0.3,0.3,0.3,70,350,0
1532,2,6,0.4,1.5,1.15,2,1,2,0.3,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
1535,3,1,0.75,1.5,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.1,0.1,0.3,350,20,0
1535,2,2,1.5,0.4,1.15,2,2,2,0.85,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,135,20,0
1535,3,3,1.5,1.15,1.15,4,1,2,0.47,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,70,230,0
1535,2,4,1.5,0.4,1.15,1,3,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.3,0.3,70,20,0
1535,3,5,1.5,0.75,1.15,1,4,2,0.3,0.95,0.47,0.45,0.85,0.85,0.5,0.5,0.3,20,230,0
1535,3,6,1.5,0.4,1.15,2,4,2,0.95,0.3,0.47,0.65,0.85,0.85,0.5,0.2,0.3,135,70,0
1536,1,1,0.75,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,0.85,0.85,0.5,0.2,0.3,350,20,0
1536,1,2,0.75,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.85,0.85,0.1,0.5,0.3,350,20,0
1536,2,3,1.15,0.75,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.3,0.1,0.3,70,20,0
1536,2,4,1.5,0.4,1.15,4,2,2,0.3,0.3,0.47,0.85,0.85,0.85,0.5,0.2,0.3,20,350,0
1536,2,5,0.75,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,230,0
1536,2,6,0.4,1.15,1.15,1,4,2,0.95,0.3,0.47,1,1,0.85,0.5,0.2,0.3,135,135,0
1539,2,1,1.5,0.4,1.15,3,1,2,0.85,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,135,0
1539,3,2,0.4,1.15,1.15,4,1,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,350,350,0
1539,1,3,1.5,0.75,1.15,4,1,2,0.95,0.3,0.47,1,0.65,0.85,0.2,0.5,0.3,20,350,0
1539,2,4,1.5,0.4,1.15,4,1,2,0.3,0.85,0.47,0.45,0.45,0.85,0.5,0.1,0.3,20,70,0
1539,1,5,0.4,1.15,1.15,1,4,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.2,0.3,20,70,0
1539,1,6,0.75,0.4,1.15,4,1,2,0.95,0.3,0.47,0.45,0.45,0.85,0.2,0.5,0.3,20,135,0
1573,2,1,1.5,0.4,1.15,1,4,2,0.85,0.85,0.47,0.45,1,0.85,0.2,0.5,0.3,20,20,0
1573,1,2,0.4,1.15,1.15,1,4,2,0.47,0.95,0.47,0.85,0.45,0.85,0.5,0.5,0.3,70,350,0
1573,2,3,1.5,0.4,1.15,2,4,2,0.95,0.47,0.47,1,0.65,0.85,0.5,0.2,0.3,20,230,0
1573,2,4,0.75,0.75,1.15,4,1,2,0.3,0.85,0.47,0.45,1,0.85,0.5,0.1,0.3,350,350,0
1573,1,5,0.75,0.75,1.15,4,1,2,0.47,0.3,0.47,1,0.45,0.85,0.1,0.5,0.3,350,350,0
1573,1,6,0.4,1.5,1.15,4,2,2,0.85,0.95,0.47,0.85,0.45,0.85,0.5,0.1,0.3,135,70,0
1579,1,1,1.5,0.4,1.15,4,1,2,0.85,0.85,0.47,1,0.45,0.85,0.3,0.5,0.3,20,230,0
1579,1,2,1.5,0.4,1.15,2,1,2,0.95,0.47,0.47,0.45,0.45,0.85,0.3,0.1,0.3,20,350,0
1579,1,3,0.4,0.75,1.15,4,1,2,0.85,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,20,135,0
1579,2,4,1.5,0.4,1.15,4,4,2,0.95,0.3,0.47,0.65,0.45,0.85,0.2,0.5,0.3,230,20,0
1579,1,5,0.75,0.4,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,70,350,0
1579,2,6,0.75,1.5,1.15,4,1,2,0.85,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,230,70,0
1584,1,1,1.5,0.75,1.15,4,1,2,0.85,0.3,0.47,0.85,0.45,0.85,0.2,0.5,0.3,20,350,0
1584,2,2,0.75,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.85,0.85,0.1,0.5,0.3,350,20,0
1584,1,3,1.15,0.75,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.3,0.1,0.3,70,20,0
1584,1,4,1.5,0.4,1.15,4,2,2,0.3,0.3,0.47,0.85,0.85,0.85,0.5,0.2,0.3,20,350,0
1584,2,5,1.15,0.75,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,230,70,0
1584,1,6,1.15,0.4,1.15,4,1,2,0.3,0.95,0.47,1,1,0.85,0.2,0.5,0.3,135,135,0
1586,1,1,1.15,0.4,1.15,1,4,2,0.3,0.85,0.47,0.65,1,0.85,0.1,0.5,0.3,20,350,0
1586,3,2,0.4,1.5,1.15,4,1,2,0.95,0.85,0.47,1,0.45,0.85,0.5,0.2,0.3,135,230,0
1586,3,3,1.5,0.4,1.15,4,1,2,0.95,0.47,0.47,0.85,0.45,0.85,0.2,0.1,0.3,350,135,0
1586,1,4,0.4,0.4,1.15,4,4,2,0.47,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,20,230,0
1586,2,5,0.4,1.5,1.15,1,4,2,0.95,0.85,0.47,0.85,0.85,0.85,0.2,0.1,0.3,350,70,0
1586,3,6,1.5,1.15,1.15,1,4,2,0.85,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,70,70,0
1587,3,1,1.5,0.4,1.15,3,1,2,0.85,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,135,0
1587,3,2,0.4,1.15,1.15,4,1,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,350,350,0
1587,3,3,1.5,0.75,1.15,4,1,2,0.95,0.3,0.47,1,0.65,0.85,0.2,0.5,0.3,20,350,0
1587,2,4,1.5,0.4,1.15,4,1,2,0.3,0.85,0.47,0.45,0.45,0.85,0.5,0.1,0.3,20,70,0
1587,2,5,1.15,0.4,1.15,4,1,2,0.3,0.85,0.47,1,0.45,0.85,0.2,0.5,0.3,70,20,0
1587,1,6,0.75,0.4,1.15,4,1,2,0.95,0.3,0.47,0.45,0.45,0.85,0.2,0.5,0.3,20,135,0
1588,2,1,1.15,0.4,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.3,0.5,0.3,20,230,0
1588,1,2,0.4,1.5,1.15,2,2,2,0.3,0.95,0.47,0.45,0.45,0.85,0.1,0.3,0.3,350,20,0
1588,1,3,0.75,1.5,1.15,2,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,135,0
1588,2,4,1.5,0.4,1.15,3,4,2,0.95,0.3,0.47,0.45,0.65,0.85,0.3,0.5,0.3,350,70,0
1588,1,5,0.4,1.5,1.15,1,4,2,0.95,0.47,0.47,0.65,1,0.85,0.1,0.1,0.3,20,70,0
1588,2,6,1.5,1.15,1.15,4,1,2,0.3,0.47,0.47,0.65,0.65,0.85,0.5,0.1,0.3,20,350,0
1598,1,1,0.4,1.5,1.15,1,2,2,0.3,0.95,0.47,0.65,0.45,0.85,0.5,0.1,0.3,70,350,0
1598,2,2,0.75,0.75,1.15,3,1,2,0.95,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,350,70,0
1598,3,3,1.5,1.5,1.15,4,1,2,0.3,0.95,0.47,0.65,0.45,0.85,0.1,0.3,0.3,20,350,0
1598,1,4,0.75,1.15,1.15,1,3,2,0.3,0.47,0.47,1,0.45,0.85,0.1,0.5,0.3,20,350,0
1598,1,5,1.5,0.4,1.15,4,2,2,0.3,0.3,0.47,0.45,0.85,0.85,0.2,0.2,0.3,20,350,0
1598,3,6,0.75,1.5,1.15,1,4,2,0.47,0.85,0.47,0.85,1,0.85,0.5,0.1,0.3,135,350,0
1599,2,1,1.5,0.75,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.1,0.3,20,350,0
1599,1,2,0.4,1.5,1.15,2,2,2,0.95,0.85,0.47,1,0.45,0.85,0.1,0.5,0.3,20,135,0
1599,2,3,1.5,1.15,1.15,4,1,2,0.47,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,70,230,0
1599,1,4,0.4,1.5,1.15,3,1,2,0.47,0.95,0.47,0.45,1,0.85,0.3,0.5,0.3,20,70,0
1599,1,5,0.75,1.5,1.15,4,1,2,0.95,0.3,0.47,0.85,0.45,0.85,0.5,0.5,0.3,230,20,0
1599,2,6,0.4,1.5,1.15,4,2,2,0.3,0.95,0.47,0.85,0.65,0.85,0.2,0.5,0.3,70,135,0
1600,2,1,0.75,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,0.85,0.85,0.5,0.2,0.3,350,20,0
1600,2,2,0.75,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.85,0.85,0.1,0.5,0.3,350,20,0
1600,1,3,1.15,0.75,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.3,0.1,0.3,70,20,0
1600,3,4,1.5,0.4,1.15,4,2,2,0.3,0.3,0.47,0.85,0.85,0.85,0.5,0.2,0.3,20,350,0
1600,1,5,0.75,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,230,0
1600,1,6,0.4,1.15,1.15,1,4,2,0.95,0.3,0.47,1,1,0.85,0.5,0.2,0.3,135,135,0
1605,1,1,0.4,1.5,1.15,4,1,2,0.85,0.85,0.47,1,0.45,0.85,0.5,0.2,0.3,20,20,0
1605,1,2,0.4,1.15,1.15,1,4,2,0.47,0.95,0.47,0.85,0.45,0.85,0.5,0.5,0.3,70,350,0
1605,2,3,0.4,1.5,1.15,4,2,2,0.47,0.95,0.47,0.65,1,0.85,0.2,0.5,0.3,230,20,0
1605,3,4,0.75,0.75,1.15,1,4,2,0.85,0.3,0.47,1,0.45,0.85,0.1,0.5,0.3,350,350,0
1605,3,5,0.75,0.75,1.15,4,1,2,0.47,0.3,0.47,1,0.45,0.85,0.1,0.5,0.3,350,350,0
1605,1,6,1.5,0.4,1.15,2,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.1,0.5,0.3,70,135,0
1607,1,1,0.4,1.5,1.15,4,1,2,0.47,0.95,0.47,0.65,0.85,0.85,0.3,0.1,0.3,20,350,0
1607,2,2,1.5,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.45,0.85,0.1,0.3,0.3,70,70,0
1607,1,3,0.75,1.15,1.15,1,2,2,0.3,0.95,0.47,0.65,0.65,0.85,0.1,0.5,0.3,20,350,0
1607,1,4,0.4,1.5,1.15,2,2,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,135,135,0
1607,2,5,1.5,0.4,1.15,3,4,2,0.95,0.47,0.47,0.65,0.65,0.85,0.2,0.1,0.3,350,20,0
1607,2,6,0.4,1.5,1.15,4,3,2,0.3,0.3,0.47,1,0.45,0.85,0.5,0.1,0.3,350,135,0
1612,1,1,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,350,0
1612,3,2,1.15,0.4,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.3,0.1,0.3,20,350,0
1612,1,3,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1612,2,4,1.5,0.4,1.15,4,2,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.5,0.3,20,70,0
1612,1,5,1.5,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,1,0.85,0.3,0.3,0.3,70,350,0
1612,2,6,0.4,1.5,1.15,2,1,2,0.3,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
1619,3,1,0.4,1.5,1.15,1,3,2,0.47,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,135,70,0
1619,3,2,0.4,1.15,1.15,4,1,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,350,350,0
1619,3,3,0.75,1.5,1.15,1,4,2,0.3,0.95,0.47,0.65,1,0.85,0.5,0.2,0.3,350,20,0
1619,1,4,0.4,1.5,1.15,1,4,2,0.85,0.3,0.47,0.45,0.45,0.85,0.1,0.5,0.3,70,20,0
1619,2,5,1.15,0.4,1.15,4,1,2,0.3,0.85,0.47,1,0.45,0.85,0.2,0.5,0.3,70,20,0
1619,1,6,0.75,0.4,1.15,4,1,2,0.95,0.3,0.47,0.45,0.45,0.85,0.2,0.5,0.3,20,135,0
1622,3,1,0.4,1.5,1.15,2,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.5,0.3,350,70,0
1622,2,2,0.75,0.4,1.15,4,2,2,0.95,0.47,0.47,0.45,0.85,0.85,0.1,0.5,0.3,350,20,0
1622,3,3,1.5,1.15,1.15,4,2,2,0.95,0.3,0.47,1,0.45,0.85,0.5,0.1,0.3,135,350,0
1622,2,4,1.5,0.4,1.15,1,3,2,0.3,0.95,0.47,0.85,0.65,0.85,0.1,0.5,0.3,20,20,0
1622,3,5,1.15,1.5,1.15,1,3,2,0.95,0.3,0.47,0.45,1,0.85,0.5,0.3,0.3,350,70,0
1622,1,6,0.4,1.5,1.15,2,3,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.3,0.3,20,350,0
1629,3,1,1.5,0.4,1.15,3,1,2,0.47,0.95,0.47,0.45,1,0.85,0.2,0.5,0.3,350,230,0
1629,2,2,0.4,1.5,1.15,1,4,2,0.85,0.47,0.47,0.45,0.65,0.85,0.2,0.5,0.3,230,20,0
1629,1,3,1.15,0.4,1.15,1,4,2,0.3,0.85,0.47,0.65,0.85,0.85,0.1,0.1,0.3,70,350,0
1629,3,4,0.4,1.5,1.15,1,4,2,0.95,0.95,0.47,0.85,0.45,0.85,0.2,0.3,0.3,350,230,0
1629,1,5,1.15,0.4,1.15,4,1,2,0.95,0.47,0.47,0.45,0.45,0.85,0.1,0.3,0.3,70,350,0
1629,2,6,0.4,0.75,1.15,2,4,2,0.3,0.95,0.47,0.85,0.45,0.85,0.2,0.5,0.3,135,20,0
1639,2,1,1.5,0.4,1.15,1,4,2,0.95,0.47,0.47,0.85,0.65,0.85,0.1,0.3,0.3,350,20,0
1639,1,2,0.4,1.5,1.15,4,1,2,0.85,0.95,0.47,0.45,1,0.85,0.3,0.1,0.3,70,70,0
1639,2,3,0.75,1.15,1.15,1,2,2,0.3,0.95,0.47,0.65,0.65,0.85,0.1,0.5,0.3,20,350,0
1639,1,4,0.4,1.5,1.15,2,2,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,135,135,0
1639,1,5,0.4,1.5,1.15,4,3,2,0.47,0.95,0.47,0.65,0.65,0.85,0.1,0.2,0.3,20,350,0
1639,2,6,1.5,0.4,1.15,3,4,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,135,350,0
1643,2,1,1.5,0.4,1.15,4,1,2,0.85,0.85,0.47,1,0.45,0.85,0.3,0.5,0.3,20,230,0
1643,1,2,1.5,0.4,1.15,2,1,2,0.95,0.47,0.47,0.45,0.45,0.85,0.3,0.1,0.3,20,350,0
1643,1,3,0.4,0.75,1.15,4,1,2,0.85,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,20,135,0
1643,1,4,0.4,1.5,1.15,4,4,2,0.3,0.95,0.47,0.45,0.65,0.85,0.5,0.2,0.3,20,230,0
1643,2,5,0.4,0.75,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.2,0.3,350,70,0
1643,1,6,1.5,0.75,1.15,1,4,2,0.47,0.85,0.47,0.65,1,0.85,0.5,0.1,0.3,70,230,0
1658,2,1,0.4,1.5,1.15,4,1,2,0.3,0.47,0.47,0.45,1,0.85,0.2,0.1,0.3,20,135,0
1658,2,2,1.15,1.15,1.15,4,2,2,0.95,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,350,70,0
1658,3,3,0.4,1.5,1.15,4,3,2,0.3,0.47,0.47,1,0.45,0.85,0.1,0.2,0.3,70,350,0
1658,1,4,0.4,0.4,1.15,1,4,2,0.95,0.3,0.47,0.45,0.65,0.85,0.3,0.1,0.3,20,350,0
1658,3,5,1.15,0.4,1.15,4,1,2,0.47,0.3,0.47,1,1,0.85,0.5,0.1,0.3,20,20,0
1658,3,6,0.75,1.5,1.15,2,1,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.2,0.3,350,70,0
1660,2,1,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.5,0.1,0.3,350,230,0
1660,2,2,0.4,1.15,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,350,20,0
1660,1,3,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
1660,2,4,0.4,1.5,1.15,2,4,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.5,0.3,70,20,0
1660,1,5,1.5,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,1,0.85,0.3,0.3,0.3,70,350,0
1660,2,6,0.4,1.5,1.15,2,1,2,0.3,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
